fid,label1930,main_body_water,label1882,alt_label,wkt_geometry
676,Adiadidde Kreek,Suriname,Adiadidde Kreek,,"LineString (561908.63650942 505939.31742443, 561700.27393243 506009.02777993, 561506.77680639 506012.09839264, 561186.63959486 506251.538846, 560812.2000959 506277.24356828, 560409.27554982 506457.20590485, 560276.07679269 506699.90938107, 560029.58032938 507153.42311959, 559837.91611773 507420.89854793, 559355.61240392 507715.54143295, 559025.95842607 507761.37224224, 558845.5786433 507751.77558381, 558390.18472419 507982.40700495)"
677,Madiengi Kreek,Suriname,Madiengi Kreek,,"LineString (552485.1295865 504253.07374334, 552600.78609307 503860.95134628, 552653.71735478 503599.1144723, 552724.45992741 503332.75240769, 552686.16416603 502848.47513196, 552527.59008423 502605.5148301, 552458.98901423 502472.13098297, 552480.40905858 502353.21469546, 552607.16166211 502110.39870121, 552687.35658556 501948.98353916, 552679.47133068 501661.9046679, 552566.9286248 501460.04858176, 552582.43697619 501310.40054661, 552664.5610191 501223.17240998, 552827.7202106 501203.45195262, 552894.94659481 501138.53218803, 552961.00335626 500955.91386121, 553117.03312951 500882.87198912, 553267.38440234 500858.09188051, 553450.45646135 500621.09503422, 553722.95891505 500432.40805395, 554118.61339533 500207.18199464, 554234.00899801 500060.88952736)"
678,Monni Kreek,Suriname,Monni Kreek,,"LineString (550697.93716092 503944.6091263, 550713.74636225 503362.13644796, 550820.82295089 503138.32136042, 550763.41742484 502363.54523007, 550878.74045556 502036.70420296, 550858.24418855 501733.28491164, 551058.49239636 501343.44508291, 551328.63563151 501012.85833492, 551234.04854416 500521.15037283, 551336.47926767 500194.08430966, 551427.14286428 499802.33167443)"
679,Bata Kreek,Suriname,Bata Kreek,,"LineString (548188.29283408 503281.78383109, 548194.61789501 502873.24478193, 548219.18844419 502573.83619361, 548164.4760307 502198.89036351, 548249.70613598 501749.00982785, 548348.12615649 501467.01058087, 548658.31284255 501243.51673447, 548804.68520195 500984.92291032, 548895.91138871 500560.93950709, 549022.8890283 500305.23120564, 548959.80134176 499855.9858321, 548889.04611624 499661.30726675, 548929.57958533 499555.62084053, 548912.02510005 499268.37319222, 548945.71860244 499185.13578556, 548877.10121949 498867.98030181, 548830.21780187 498783.33641978, 548695.06545585 498676.19541565, 548629.096743 498576.71013394, 548615.82243925 498413.66346046)"
680,Brekipababa Kreek,Suriname,Brekipababa Kreek,,"LineString (546320.0008444 502817.14879326, 546345.20613754 502342.84609427, 546425.14789542 502195.93477782, 546375.57136524 501711.46059554, 546427.33300419 501331.92515933, 546439.96764942 500977.49922935, 546630.28164472 500787.3776442, 546812.23667991 500706.72815223, 546971.10753341 500470.92090173, 547010.42693728 500065.37581507, 547431.53213794 499582.66929535, 547539.22757574 499323.40036301, 547587.48484282 498959.92405179, 547691.00080057 498755.39116605)"
681,Baikoetoe Kreek,,Baikoetoe Kreek,,"LineString (545538.2159703 502906.67256927, 545415.2323026 502610.33051543, 545285.37646045 502292.1061104, 545340.99633832 502060.94472502, 545574.4879764 501613.65210405, 545579.4387697 501330.02134564, 545415.55187108 501114.37280806, 545395.9557483 500759.38428793, 545322.87759023 500513.08023477, 545532.64256435 500316.85005011, 545666.96650178 500009.68503789, 545573.87477472 499801.72035224, 545511.10100917 499703.90286794, 545559.59962526 499511.30588614)"
682,Pada Kreek,Suriname,Pada Kreek,,"LineString (545252.55988736 503017.75254077, 545364.51595183 503299.39384247, 545337.89644502 504085.59954564, 545350.48382404 504472.70631574, 545427.93021224 504561.10773521, 545430.57072586 504686.89211893, 545350.96652207 504814.46497458, 545324.5394254 505220.23509731, 545161.58529692 505320.56060417, 544921.64750524 505767.74070712, 544821.57966035 505959.43754468, 544737.2170734 505990.20557829, 544648.4018678 506183.71086081, 544722.21954955 506480.00073388, 544428.68720453 507042.3114574, 544258.49929624 507187.64752143, 544221.48651198 507461.04645929, 544156.51864485 507488.9289702, 544103.82423575 507552.49036196, 544027.6118858 507670.45024622, 543981.1549072 507930.78809984, 543990.89670957 508111.50543671, 543921.82193435 508374.67255402, 543737.56027955 508587.4681948)"
683,Kali Kreek,Suriname,Kali Kreek,,"LineString (541585.42243248 500280.19165447, 541150.37963643 500453.14524729, 540820.98332055 500853.62702262, 540358.80569375 501103.48438653, 539962.32730128 501283.55924112, 539757.32071031 501576.59424782, 539668.68243824 501852.31611824, 539512.76967942 502288.06664837, 539328.33924757 502510.53151955, 539172.16882678 502591.63108364, 538805.30066172 502552.98678795, 538491.76206787 502599.09889232, 538231.60930426 502726.74431994, 538098.12925205 502985.56318015, 538057.82081902 503078.35729918, 537894.6979135 503188.35203644, 537825.22932518 503474.08069135)"
684,Meli Kreek,Suriname,Meli Kreek,,"LineString (541585.42243248 500280.19165447, 541908.61394377 500050.47669053, 542222.98010988 499772.24679754, 542659.03556819 499541.27782232, 543100.7495539 499355.54444033, 543228.06474757 499080.49767808, 543427.30029312 498748.67323176, 543508.59226736 498524.40807211, 543776.48514192 498322.74439611, 544188.51632824 498175.18160459, 544575.92070637 498330.25047819, 544856.70588813 498128.81183825, 545046.56981131 497964.47486751)"
685,Kappekassian Kreek,Suriname,Kappekassian Kreek,,"LineString (538460.86259087 497211.96329171, 538479.56181131 497018.04014483, 538754.46342962 496784.25821887, 538955.94933576 496323.51070054, 539579.28080256 496076.46628738, 540108.76554202 496034.123537, 540476.64636935 496014.75245029, 540881.82127601 495705.86704172, 540903.61882051 495380.61757998, 541161.78620565 495182.00820375, 541329.42614532 494997.9389591, 541679.26246919 494904.09955189)"
686,Boosmankomaroe Kreek,Suriname,Boosmankomaroe Kreek,,"LineString (539507.90515864 497810.57007259, 539266.63670546 497918.39475955, 539224.95442298 498459.30907182, 539099.10196368 498650.55583726, 539090.10052131 499166.24812528, 538891.76512 499446.5033428, 538468.15189677 499703.48196848, 538052.44756153 499876.77311539, 537919.39394834 500480.57371125, 537673.74137025 500885.74129776, 537744.60911379 501073.97370951, 537598.46179045 501319.67522647)"
687,Wittikamba Kreek,Suriname,Wittikamba Kreek,,"LineString (537631.14169083 497461.85328153, 537698.55724327 497616.97883231, 537810.76239507 497838.17337925, 537682.77209321 498151.8970631, 537511.57152266 498355.24850953, 537334.26235259 498539.14897714, 537288.49679513 498944.58154578, 537242.58609372 498988.91699477, 537195.58283792 499465.25725301, 537110.09507068 499560.48682263, 537149.5922444 499883.58212884, 536919.81370129 500118.15168101, 536646.74499737 500616.33842262, 536550.76042746 500943.51700381, 536398.22320953 501185.88292594, 536407.9650119 501366.6002628)"
688,Kassa Kreek,Suriname,Kassa Kreek,,"LineString (536999.0011918 497844.15440227, 536922.46352248 498119.2814748, 536835.17546676 498317.64950202, 536642.49859284 498643.14031277, 536454.20992208 498717.23113312, 536298.4895734 498772.54608281, 536256.32459288 498971.70173624, 536269.58708009 499320.13158474, 536180.83628998 499602.29960876, 536122.62849743 499981.72252694, 535963.87016196 500211.08362383, 535791.54441111 500478.89660627, 535733.56165462 500845.42721725, 535477.09835288 501131.1159261)"
689,Kwau Kreek,Suriname,Kwau Kreek,,"LineString (536457.66859699 497549.37620245, 535890.74139235 498120.61705086, 535487.92936431 498294.13323383, 535282.47270122 498612.95285492, 534977.25312142 498736.58757953, 534823.53446418 499046.63811446, 534751.9280333 499454.84368778, 534384.97997611 499790.18881893, 534125.50232067 499879.15732495, 533770.68257759 499889.08421732, 533353.51550796 500146.17536103, 532885.90438983 500337.90482451)"
690,Sonbokko Kreek,Suriname,Sonbokko Kreek,,"LineString (534743.19962611 496676.35865777, 534626.16843376 496870.17744311, 534480.41492351 497093.31742246, 534263.8662417 497308.77354989, 534128.27198004 497319.30297847, 533716.98847386 497608.73740822, 532821.76074964 497547.9743269, 532369.06726324 497623.89806162, 532000.96139985 497656.16145554, 531635.47607705 497907.70658989, 531436.91563968 498200.85411461, 531087.50575483 498639.67525745, 530710.02826907 498839.42612694, 530479.99206399 498719.34471307, 530106.11515518 498712.81866735)"
691,Kommabakoeba Kreek,Suriname,Kommabakoeba Kreek,,"LineString (534568.63815496 495964.01873889, 534397.30467518 495944.10179315, 534027.29782184 495900.56662325, 533710.08607908 495972.407083, 533371.91618063 495951.99604084, 533263.56926775 495879.17554474, 533230.40572961 495562.63891015, 533148.60292783 495446.75694936, 532987.11153373 495463.28245942, 532904.52743219 495623.04388881, 532659.96557845 495734.84116275, 532491.77120511 496043.02699371, 532345.66382783 496101.73379724, 532190.58230135 496028.09754542, 532154.26825837 495892.05321164, 532127.55087382 495575.62909508, 531917.52823773 495417.2083137, 531699.25915955 495361.81347189, 531668.94119806 495251.66627054, 531761.66274511 495111.42614375, 531756.53867836 495035.57132092, 531712.79394902 494955.81831311, 531399.07026517 494827.82801125, 530882.47783292 494870.39579768, 530626.86573655 494553.20036787, 530576.96796524 494271.83628301, 530366.21396195 494155.31550003, 530075.26503521 494200.2098791, 529511.10226061 494382.19388013, 529067.39473995 494405.07749519, 528886.72550562 494319.71040245)"
692,Kambawaai Kreek,Suriname,Kambawaai Kreek,,"LineString (538515.6588713 494072.68648841, 538690.54707369 494166.01281988, 538908.14104368 494260.08458329, 539446.77236945 494063.14666454, 539668.52950654 493918.71074474, 540050.76537545 493815.76469729, 540764.08533069 493215.6445705, 541147.55889793 493041.79083344, 541895.76278768 493029.05831047, 542244.64270829 492990.01120887, 542596.8981698 492757.57949926, 542893.83868162 492369.42744098, 543150.97709154 492045.06181053, 543638.48926062 491821.43913314, 543737.24317514 491797.3704187, 544109.51220563 491526.59934158, 544746.86115993 491215.31842847, 544913.91853642 491156.97730853, 545307.52771913 491141.27937074)"
693,Koentaka Kreek,Suriname,Koentaka Kreek,,"LineString (538109.01788493 491879.6766739, 538258.58336159 491761.38514382, 538629.16462163 491587.3063707, 538825.69973447 491410.18961079, 539260.96756657 491224.34371076, 539294.77358698 491134.66015051, 539699.61093956 490845.11320274, 539739.41304146 490781.32677491, 540629.51220252 490397.08022176, 540920.26422271 490363.46661149, 541147.53923966 490272.32397692, 541240.06388016 490143.36461894, 541288.51439371 490045.87653225, 541426.0133054 489833.87667415, 541453.34054631 489376.53732263, 541388.41262523 489217.42512011, 541416.73705178 489164.72255454, 541638.09587936 488673.6933607, 541984.63655446 488399.24913466, 542506.58990607 488234.26068884, 542951.52696858 488048.58356586, 543322.87954187 487645.61008092, 543491.93411338 487472.84973458)"
694,Trangajoemara Kreek,Suriname,Trangajoemara Kreek,,"LineString (536331.59988762 492119.47266696, 536432.59417622 492013.22955886, 536669.71901717 491727.20329592, 537090.44671768 491450.82995042, 537183.67459587 491281.58213243, 537203.95314697 491043.35574429, 537484.56955168 490851.58633476, 537716.12025375 490515.48986339, 537917.23681622 490352.96133759, 537977.0524871 490250.83554226, 537980.25925094 490067.12016465, 538349.57018675 489596.40580789, 538707.25913959 489422.10199872, 538926.41204904 489242.1559751, 539213.00822228 488892.51206138)"
695,Kwebi Kreek,Suriname,Kwebi Kreek,,"LineString (533873.31272116 489068.51623992, 533848.54709547 489240.57110037, 533409.45365036 489645.5862228, 533244.36167932 489868.38864807, 533266.43319874 490081.56178899, 533353.52884431 490263.62934221, 533221.79282157 490422.53282163, 532845.89058822 490532.03754071, 532413.32318883 490563.17575433, 532076.66046724 490641.12481359, 531841.4484328 490817.56646533, 531679.08952038 491253.20447743, 531508.33902194 491430.77130947, 531068.98791486 491481.13546586, 530729.04585745 491562.2513429, 530319.88388088 491545.43721762, 530075.09882112 491531.4923021, 529876.29703473 491653.7604974)"
696,Ouroeningre Kreek,Suriname,Ouroeningre Kreek,,"LineString (532530.45482187 488793.59998132, 532394.45676059 488873.43962585, 532025.00068085 488983.05686297, 531811.94005795 488998.68222879, 531487.49453538 489115.53324571, 531263.56692982 489014.90281067, 530902.5823282 489008.60180101, 530703.87674689 488940.65220609, 529839.52957432 488957.80555812, 528537.48643919 488561.0874893, 528215.74134933 488523.23081981, 527534.6994283 488382.38083667)"
697,Lokotiri Kreek,Suriname,Lokotiri Kreek,,"LineString (534570.50662693 486436.95758482, 534676.50430778 486321.12963485, 534914.64181099 485977.0879895, 535232.30362587 485879.46291535, 535333.04657894 485649.08915619, 535685.18952242 485423.10360018, 536006.30677031 484758.10449118, 536236.31034947 484510.64263181, 536861.81228475 484508.66457348)"
698,Sipari of Gran-Parwaba Kreek,Suriname,Sipari of Gran-Parwaba Kreek,,"LineString (532156.76928006 481387.86231876, 531920.27693487 481314.41706522, 531226.60036861 481527.99301205, 531072.45527235 481493.06181134, 531000.95236669 481156.51160778, 530367.65406145 481235.73099128, 529917.21093565 481182.731654, 529470.06345861 481310.33713556, 529249.20646576 481403.20382656, 528973.51722125 481682.10882772, 528495.2641565 481744.69018313, 527408.11455866 481596.75156412, 527255.65723285 481465.1280594, 526777.85424023 481501.92480041, 526529.60475465 481317.04429645, 526112.7426132 481187.25370612, 525557.92333146 481203.36176997, 525023.71283476 481516.44297155, 524701.74270884 481491.47860927, 524099.5173654 481268.17884568, 523749.55221054 481184.69276986, 523326.42900549 481228.89206772, 523009.99756878 481810.14743894, 522672.30587196 481762.34024398, 522353.0198658 481398.89655867, 521912.62347054 481139.73282422, 521537.28382734 481217.0067753, 521254.69835711 481521.58387284, 521121.04952786 481790.07196346, 520878.19358756 481850.31407335, 520587.51413934 482064.47624344, 520370.89288556 482099.38381104, 519946.04928415 481872.73213967, 518880.03843558 481621.99261714, 518682.64312457 481663.68389244, 518455.97514023 481904.75585722, 518049.52990933 481917.00568216, 517188.7360475 482469.41481907, 516920.20801082 482522.76070324, 516593.87331485 482378.42998132, 516201.22053538 482339.33561351, 515588.85225632 482512.41803732)"
699,Fiar Kwama Kreek,Suriname,Fiarkwama Kreek,,"LineString (532815.84153422 479277.93577415, 532973.87482895 479320.99499063, 533313.94571734 479417.20459661, 533540.01116547 479395.35811324, 533689.9042097 479304.47680072, 533956.57569889 479357.49245095, 534281.41503457 479218.07989643, 534593.65967107 479246.09855847, 534812.19373136 479101.60637965, 534753.99325896 478926.49131117, 534795.37061327 478772.45873294, 534994.45369473 478634.07515364, 535455.40993616 478638.89711596, 535534.45154981 478543.55502831, 535885.07549989 478404.5925459, 536434.76621847 477943.47484758, 536584.6592627 477852.59353506, 537001.9225374 477405.28460112, 537700.8711381 476704.96779846)"
700,Zaja Kreek,Suriname,Zaja Kreek,,"LineString (532796.03501569 477826.7635879, 532940.54084109 477721.2799765, 533175.6403575 477551.28447836, 533545.40136542 477054.7855072, 534045.80584171 476831.38786588, 534360.73459797 476520.92720489, 534798.92789884 476167.48131126, 535114.49913737 475450.80045543, 535563.67193894 475207.16420907, 535843.78201252 475044.40249074, 536008.6489475 474834.49237267, 536442.56656325 474726.00031585, 537164.7599662 474079.286223, 537455.41944139 473958.62140962)"
701,Langepina Kreek,Suriname,Langepina Kreek,,"LineString (530096.39610465 477289.58427708, 530011.41466854 477355.8061555, 529804.8165122 477555.31567597, 529574.21039683 478022.00301677, 529534.83473395 478430.77118023, 529441.15678364 478625.80361262, 529244.39663475 478815.81267974, 528369.3439364 479261.57898717, 528216.95918256 479310.50404228, 527727.38906303 479282.61421122, 526801.16094898 479704.91883682, 526538.51647576 479790.60800702, 526089.10232518 479863.36492396, 525454.38123161 479839.38959084, 525125.06480786 479865.88193933, 524706.81250399 480000.43990563)"
702,Praipraikoenda Kreek,Suriname,Praipraikoenda Kreek,,"LineString (529869.48044486 477129.25659747, 529829.61209744 477243.01478045, 529518.63778517 477511.63170205, 529274.26285146 477658.89688555, 528969.26830772 477769.63930296, 528744.10300383 477739.91655752, 528438.43335191 477889.33589653, 528112.18754086 478109.32537106, 527824.43356142 478155.88754754, 527482.74747455 478336.91880539, 527182.38248297 478367.14056182, 526825.3123793 478505.99052619, 526544.84843867 478504.3190687, 526293.0383222 478338.72076653, 525977.17679579 478333.20738308, 525637.79732853 478382.09249212, 525160.37183606 478212.55605891, 524727.86069568 478240.47119573, 524117.74277721 478284.63054753, 523720.70179459 478496.93617013, 523354.14755051 478809.71976368, 523038.69615016 478965.41647925, 522566.04535379 479076.45650469, 522243.51263772 479083.72291041, 522150.54974165 479053.08370778, 521858.69617427 478780.392504, 521714.38908546 478735.96084994, 521332.54702965 478816.34535979, 521044.23046005 478895.13830428, 520840.27647741 478943.16321514, 520527.86306386 478924.81378351, 520263.53448027 478829.92626438, 520089.46020355 478828.49981598, 519924.09875399 478882.03445023, 519791.95260518 478879.72783062, 519523.42456851 478933.07371479, 519291.25052087 478935.46921933, 518993.99608807 478972.19338836, 518730.26638061 478935.34938115)"
703,Granwana Kreek,Suriname,Granwana Kreek,,"LineString (529725.14705658 476947.80198514, 529628.71607462 477023.4961874, 529148.66272141 477189.21600042, 528929.493499 477185.39038741, 528436.96528479 476957.55727672, 528121.44131247 476932.70543247, 527858.72426728 476837.84604285, 527702.52122058 476551.4023337, 527336.66571778 476454.74265561, 526898.51968311 476066.65584915, 526610.13054155 475964.90023382, 526409.73718979 475993.6429429, 525932.49678732 475998.20891591, 525380.74811829 476207.8141058, 524893.79853936 476399.20601518, 524532.58890169 476405.79731272, 524026.63841604 476577.51320722, 523703.99318194 476591.22576654, 523119.54735984 476642.28134406)"
704,Waswassi Kreek,Suriname,Waswassi Kreek,,"LineString (529712.67402562 476415.61456477, 529890.18642868 476450.95364334, 530260.43013464 476296.21333102, 530765.03040393 476201.85127973, 531109.82704957 476027.3224345, 531582.61399707 475539.06990541, 532040.7409748 475521.27407112, 532439.58224589 475205.82999091, 533136.45658319 474070.22904319, 533353.54788212 473916.03950447, 533684.22267871 473904.07913108, 534041.714725 473741.05609071, 534336.33680066 473670.43335625, 534679.7025015 473300.82397609, 534956.84266384 473123.50215314, 535462.78865309 472582.63144701, 535565.72204766 472503.82668597)"
705,Pikienwana Kreek,Suriname,Pikienwana Kreek,,"LineString (529466.85748165 474336.64198011, 529340.72555732 474405.36963289, 528834.43751759 474596.42398818, 528297.83151635 474677.33114212, 527592.50034122 474819.7743633, 527367.11000127 474802.94392506, 527163.75855483 474631.74335451, 526781.86024001 474715.35094116, 526356.75165648 474688.58629041, 525998.69252364 474514.68528714, 525639.28317444 474418.13812708, 525117.48228691 474389.68570588, 525009.24789207 474310.41905617, 524744.50552234 474331.59043136)"
706,Jinjee Kreek,Suriname,Jinjee Kreek,,"LineString (530219.06475425 474833.38062762, 530315.47759322 474712.5492854, 530627.48088071 474569.68861802, 530916.51250454 474265.22403851, 531148.99148036 473875.94679993, 531376.51966287 473770.30031977, 531620.12328332 473851.9298481, 531847.42642977 473759.17567513, 532007.98505372 473426.67612063, 532160.59484362 473364.85875832, 532411.29159634 473409.53542148, 532601.071131 473250.03306593, 532770.11754603 472985.38690128, 533225.97785022 472912.74250237, 533612.67449426 472738.94502432)"
707,Stoon Kreek,Suriname,Stoon Kreek,,"LineString (529528.74490693 472730.52891491, 529739.24757469 472722.91904683, 530057.13442564 472612.40166547, 530295.86714491 472603.67252537, 530538.8755493 472349.98954846, 530790.83812985 472322.14698361, 531070.38561329 472191.61603328, 531391.64800512 471887.71404392, 532002.64975487 471608.2138267)"
708,Maho Kreek,Suriname,Maho Kreek,,"LineString (529084.89140601 471745.89160536, 529179.6845501 471533.14631532, 529755.27240111 471066.03253551, 529969.23316824 470998.83794089, 530297.64944776 471023.9148212, 530554.78785768 470699.54919074, 531087.98569212 470444.48337157, 531485.70178291 470193.50082736, 531952.22766681 469879.23818647, 533020.55245513 469443.29357353)"
709,Trapoe Kreek,Suriname,Trapoe Kreek,,"LineString (527862.13123355 471424.71077831, 527604.91026514 471615.2765273, 527069.46207012 471999.26541848, 526836.16284218 472066.12245901, 526469.66485712 472375.68297577, 526223.58584002 472435.86882664, 525901.72823212 472404.45831076, 525482.72824811 472397.14463883, 525241.48750628 472180.1458849, 524516.31153921 472351.25924319, 524359.03225108 472680.5919799, 524220.90633375 472836.15986449, 523673.61843985 472974.91362379, 523510.39483285 472905.97133963, 523437.78305985 472817.65430869, 523423.04968178 472461.13863868, 523268.30570939 472368.16392606, 523120.29734215 472351.07216577, 522669.15913514 472430.24710681, 521765.7938268 472743.3328048, 521385.53517988 472825.35698256, 521105.35253433 472807.57014107, 520890.47531 472742.56232787, 520680.58150489 472761.46702951)"
710,Slee Kreek,Suriname,Slee Kreek,,"LineString (527600.84429683 470878.50811864, 527272.45431678 470990.4541966, 526547.55964478 471145.45217088, 525449.6555823 470874.81159741, 524702.46435482 470829.52873797, 524001.07131073 470746.35658314)"
711,Awanigon Kreek,Suriname,Awanigon Kreek,,"LineString (526966.13052341 470299.99479886, 526850.91368429 470389.86935739, 526489.59152859 470402.90680853, 526104.17252893 470318.80188355, 525698.17737015 470305.26709409)"
712,Kleine Parwabo Kreek,Suriname,Kleine Parwabo Kreek,,"LineString (526740.64314206 469826.95834587, 526543.94108222 469875.10983952, 526149.03794216 469964.93854372, 525636.49615897 469775.44480054, 525268.72784967 469788.36973365, 525053.04668618 469584.71335904, 524967.41377499 469318.84580902, 524801.61406986 469212.78188264, 524472.97275428 469200.59730953, 524219.51481343 468944.69659794, 524196.20559568 468802.43114662, 523857.7099597 468615.97539024, 523703.56486344 468581.04418953, 523444.14712709 468389.52062541, 523339.059577 468407.03066823, 523218.85748862 468551.6272086, 522806.56864033 468344.53903408, 522613.37278239 468237.99690608, 522472.49749349 467996.95756721, 522190.82764412 467787.31326759, 521979.51105068 467703.02325261, 521674.23071546 467460.72624238, 521359.39000779 467489.08329483, 520984.33165967 467550.24186192, 520787.30203225 467570.98313801, 520687.9492416 467537.00834055, 520350.00437921 467503.7049912, 520094.45303826 467552.44129623)"
713,Sofie Kreek,Suriname,Sofie Kreek,,"LineString (525010.07609384 468352.3728411, 525482.7032571 468612.09916571, 525777.53855227 468713.96729907, 525882.84747834 468960.83394238, 526080.99046951 469061.0143053, 526449.20885093 469022.30475779, 526675.72437117 468974.67366003, 526892.1205889 468952.65839962)"
714,Moes Kreek,Suriname,Moes Kreek,,"LineString (526877.61940966 469460.19454236, 527128.57931447 469443.61868156, 527582.28546313 469309.67956443, 527922.21120759 469044.79205076, 528439.70378408 468950.65503553, 528587.03254674 468637.26890577, 529094.44576677 468381.75301447, 529369.49252901 468509.06820815, 529703.79237199 468566.48837449, 530170.72838194 468413.43583262, 530648.41885654 468383.08524521, 531178.57870417 468302.06557324, 532034.34188058 468407.27662158, 533276.69650316 467790.59835882)"
715,Zand Kreek,Suriname,Zand Kreek,,"LineString (526910.79758811 468667.65520362, 527103.74211051 468650.06668056, 528363.6022795 467769.32115625, 528694.38143764 467659.02881095, 529380.45404409 467142.25860885, 529840.26879227 467027.77047055, 530959.27897812 466828.06686726, 531356.99506891 466577.08432306, 532358.28671951 466472.04769925, 532986.45646159 465947.81868128, 533331.81569738 465741.05906804, 533978.11882784 465655.618567, 534510.52903607 465445.67582302)"
716,Awarra Kreek,Suriname,Awarra Kreek,,"LineString (528126.12655263 465535.73933845, 528326.75492696 465447.35564381, 528991.46374808 465046.27865242, 530608.85308567 464739.20817262, 531789.5917489 464327.7941628, 532371.09578927 464260.56694226, 533016.98879368 464013.9163422, 533966.65495646 463911.20265095, 534588.00104479 463593.19428917, 535155.43133865 463593.42664538, 535430.96811908 463507.96251123, 535819.39247962 463050.47801577, 536326.84564571 462607.96741105, 536724.56173651 462356.98486685, 537154.39607728 462113.01106639, 537487.83572208 462035.00574812, 537803.5684175 461863.19364855, 538210.91379264 461799.37459481, 539127.29657909 461941.10840924, 539836.61032773 461755.20991028, 540309.44987416 461541.00329773, 540847.18105569 461395.63460778, 541073.1902448 461377.01120122, 541433.70846134 461225.32518866, 542022.01984251 460768.10567531, 542566.08465961 460629.29565699, 542683.9719719 460524.95944712)"
717,Anjangwaija Kreek,Suriname,Anjangwaija Kreek,,"LineString (527640.7342405 464160.26585087, 527514.43353912 464238.66273405, 527163.52829397 464393.74060045, 526766.03723923 464631.83083745, 526383.80137032 464734.77688491, 525870.0218888 464616.19083133, 525125.22616586 464803.08201953, 524759.37066306 464706.42234144, 524603.98786848 464742.39883033, 524335.30736772 464989.18558152, 523979.19366729 465073.2432403, 523664.90739329 464977.48370644, 523508.3667925 464710.37845809, 523166.94568775 464691.52269532, 522665.10211019 464627.95398341, 522167.45432563 464693.42086153, 521481.72659341 464636.31461617, 520925.78213138 464716.88421603)"
718,Djoengi Kreek,Suriname,Djoengi Kreek,,"LineString (528706.77520599 462839.27723171, 528888.1939505 462927.88146601, 529086.33694166 463028.06182893, 529799.46448675 462808.37728258, 530269.13355533 462868.16032755, 530761.74166166 462722.00401139, 531289.76366673 462763.46125782, 531956.64295632 462607.45062127)"
719,Boto Kreek,Suriname,Boto Kreek,,"LineString (528894.97980298 459907.05681335, 528924.55191437 459736.69787981, 529559.05529202 459219.02753347, 529981.76837101 459013.61813659, 530246.28570468 459005.3390686, 530423.8199108 458808.5462938, 530843.26996693 458790.07535132, 531472.48499719 458575.37422419, 532170.58239252 458477.94156019, 532645.2022544 458254.09384674, 533132.74704939 458398.0144426, 533401.99014031 458118.9969234, 533779.9739572 457890.23836271)"
720,Marechals Kreek,Suriname,Marechals Kreek,,"LineString (527615.97023802 457821.33398324, 527883.09362936 457709.9305224, 528471.38137742 457623.47735909, 528973.24858809 457316.27972096, 529807.16528114 457195.42532118, 530564.06568508 457053.88224424, 531462.29877019 456573.05590512, 531554.12017301 456484.38500713, 532026.15212021 456408.79882649, 533284.24462663 455998.73503302, 533823.04472944 455792.12788387, 534081.09959656 455599.96466124)"
721,Kwaskwassi Kreek,Suriname,Kwaskwassi Kreek,,"LineString (526542.17765979 456538.75981256, 526367.0807343 456642.09742491, 525668.30823079 456778.20701052, 524920.10434105 456790.93953348, 524247.79156012 456888.82226961, 523655.75809117 456820.45522848, 522670.84680669 456725.88612674, 522318.33368322 456603.66687031, 521537.89902547 456615.83680312, 520882.75423687 456468.9907385, 520187.35727426 456411.7157161, 520053.6758191 456312.66053347, 519551.77598252 456252.31489836, 518921.51566408 456157.48813465)"
722,Latakahose Kreek,Suriname,Latakahose Kreek,,"LineString (527263.83644473 457354.14705592, 528001.1733518 457225.15873209, 528353.68197888 456978.22317688, 528684.43300751 456869.54236999, 528838.20792377 456556.26875826, 528927.48135797 456428.86467965, 529099.87968079 456341.60025704, 529622.46819452 456324.92960304, 530004.47902738 456234.87586278, 530301.94218328 456001.48774992, 530577.92903583 455890.23900138)"
723,Asambato Kreek,Suriname,Asambato Kreek,,"LineString (527457.19057161 453988.38061367, 527640.38963157 454067.34374707, 528199.12341124 454196.38665726, 528421.17815636 454219.60699008, 528994.70073678 454055.51868849, 529378.75320712 454033.20582006, 529735.65453376 453904.02508608, 530072.33356831 454009.84766344, 530230.6018856 453993.26589437, 530442.40849722 453864.77658152, 530699.05688896 453753.19027889, 531344.85368829 453696.75746905, 531809.80431977 453472.74097856, 532332.88285169 453243.29099674, 532522.63425683 453085.40017959, 532809.24674303 452919.52790249, 533048.90323964 452488.46318354, 533300.92207921 452457.3975419, 533498.87182389 452291.58968029, 533712.18561235 452261.46046887, 534219.75579288 452181.65852219, 534765.64536788 452215.3675012, 535163.12460607 452162.66043922, 535332.62558963 452241.38447181, 535499.54681498 452560.25585551, 535802.00970306 452594.5518941, 536024.99272192 452564.59145973, 536200.98346521 452179.16430359, 536421.06464841 451946.03751278, 536807.79757844 451862.51431464, 537437.83652089 451692.96439222, 537836.97540001 451545.17656464, 538070.94973612 451439.6426025, 538305.02027731 451143.89085014)"
